course_title,provider,category,duration,cost,course_url,source,type,description
ABE Level 5 Business Management and Human Resource,London Business School (LBS),Business Management,,,https://www.pickacourse.lk/course/abe-level-5-business-management-and-human-resource?id=1868,pickacourse.lk,Academic,
ABE Level 5 Business Management,London Business School (LBS),Business Management,,,https://www.pickacourse.lk/course/abe-level-5-business-management?id=1869,pickacourse.lk,Academic,
ABE Level 4 Foundation,London Business School (LBS),Business Management,,,https://www.pickacourse.lk/course/abe-level-4-foundation?id=1870,pickacourse.lk,Academic,
Higher Diploma in Business & Management,London Business School (LBS),Business Management,,,https://www.pickacourse.lk/course/higher-diploma-in-business-management-free-course?id=1871,pickacourse.lk,Academic,
ABE Level 6 Business Management and Marketing,London Business School (LBS),Business Management,,,https://www.pickacourse.lk/course/abe-level-6-business-management-and-marketing?id=1872,pickacourse.lk,Academic,
ABE Level 6 Business Management and Human Resource,London Business School (LBS),Business Management,,,https://www.pickacourse.lk/course/abe-level-6-business-management-and-human-resource?id=1873,pickacourse.lk,Academic,
ABE Level 6 Business Management,London Business School (LBS),Business Management,,,https://www.pickacourse.lk/course/abe-level-6-business-management?id=1874,pickacourse.lk,Academic,
Graduate Diploma in Tourism & Hospitality Management,LOUIS PRESTON,"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/graduate-diploma-in-tourism-hospitality-management?id=1875,pickacourse.lk,Academic,
Advanced Diploma in Tourism Management,LOUIS PRESTON,"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/advanced-diploma-in-tourism-management?id=1876,pickacourse.lk,Academic,
Advanced Diploma in Hotel Management,LOUIS PRESTON,"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/advanced-diploma-in-hotel-management?id=1877,pickacourse.lk,Academic,
IATA Foundation in Travel and Tourism Diploma,LOUIS PRESTON,"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/iata-foundation-in-travel-and-tourism-diploma-free?id=1878,pickacourse.lk,Academic,
"IATA CONSULTANT DIPLOMA IN TRAVEL & TOURISM (MONTREAL, CANADA)",LOUIS PRESTON,"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/iata-consultant-diploma-in-travel-tourism-montreal-canada?id=1879,pickacourse.lk,Academic,
"IATA - MANAGING THE TRAVEL BUSINESS DIPLOMA (MONTREAL, CANADA)",LOUIS PRESTON,"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/iata-managing-the-travel-business-diploma-montreal-canada?id=1880,pickacourse.lk,Academic,
IATA Airline Cabin Crew Diploma (Canada),LOUIS PRESTON,"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/iata-airline-cabin-crew-diploma-canada?id=1881,pickacourse.lk,Academic,
IATA Passenger Ground Service Course (Canada),LOUIS PRESTON,"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/iata-passenger-ground-service-course-canada?id=1882,pickacourse.lk,Academic,
"IATA - AIRLINE MARKETING (MONTREAL, CANADA)",LOUIS PRESTON,"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/iata-airline-marketing-montreal-canada?id=1883,pickacourse.lk,Academic,
IATA - GEOGRAPHY IN TRAVEL PLANNING (CANADA),LOUIS PRESTON,"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/iata-geography-in-travel-planning-canada?id=1884,pickacourse.lk,Academic,
IATA - DESTINATION GEOGRAPHY COURSE (CANADA),LOUIS PRESTON,"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/iata-destination-geography-course-canada?id=1885,pickacourse.lk,Academic,
IATA - TRAVEL AGENT FEES: BEST PRACTICES COURSE (CANADA),LOUIS PRESTON,"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/iata-travel-agent-fees-best-practices-course-canada?id=1886,pickacourse.lk,Academic,
IATA - BSP ESSENTIALS FOR TRAVEL AGENT COURSE (CANADA),LOUIS PRESTON,"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/iata-bsp-essentials-for-travel-agent-course-canada?id=1887,pickacourse.lk,Academic,
IATA - SOCIAL MEDIA FOR THE TRAVEL INDUSTRY (CANADA),LOUIS PRESTON,"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/iata-social-media-for-the-travel-industry-canada?id=1888,pickacourse.lk,Academic,
IATA - SERVING THE TRAVEL & TOURISM CUSTOMER (CANADA),LOUIS PRESTON,"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/iata-serving-the-travel-tourism-customer-canada?id=1889,pickacourse.lk,Academic,
Backhoe Loader operator training program,Maga Neguma Training School,Construction,,,https://www.pickacourse.lk/course/backhoe-loader-operator-training-program?id=1890,pickacourse.lk,Academic,
Excavator operator training program,Maga Neguma Training School,Construction,,,https://www.pickacourse.lk/course/excavator-operator-training-program?id=1891,pickacourse.lk,Academic,
Wheel Loader operator training program,Maga Neguma Training School,Construction,,,https://www.pickacourse.lk/course/wheel-loader-operator-training-program?id=1892,pickacourse.lk,Academic,
Motor Grader operator training program,Maga Neguma Training School,Construction,,,https://www.pickacourse.lk/course/motor-grader-operator-training-program?id=1893,pickacourse.lk,Academic,
Prime Mover operator training program,Maga Neguma Training School,Construction,,,https://www.pickacourse.lk/course/prime-mover-operator-training-program?id=1894,pickacourse.lk,Academic,
Forklift operator training program,Maga Neguma Training School,Construction,,,https://www.pickacourse.lk/course/forklift-operator-training-program?id=1895,pickacourse.lk,Academic,
Asphalt Paver operator training program,Maga Neguma Training School,Construction,,,https://www.pickacourse.lk/course/asphalt-paver-operator-training-program?id=1896,pickacourse.lk,Academic,
Certificate Course in Television and Radio Programme Presenting - Tamil Medium,Maharaja Institute of Management - MIM,Journalism & Media,,,https://www.pickacourse.lk/course/certificate-course-in-television-and-radio-programme-presenting-tamil-medium?id=1897,pickacourse.lk,Academic,
Certificate Course in Television and Radio Programme Presenting - Sinhala Medium,Maharaja Institute of Management - MIM,Journalism & Media,,,https://www.pickacourse.lk/course/certificate-course-in-television-and-radio-programme-presenting-sinhala-medium?id=1898,pickacourse.lk,Academic,
Certificate Course in Sales and Marketing with Industry Exposure,Maharaja Institute of Management - MIM,Business Management - Specialized,,,https://www.pickacourse.lk/course/certificate-course-in-sales-and-marketing-with-industry-exposure?id=1899,pickacourse.lk,Academic,
Diploma in Industrial Management,Maharaja Institute of Management - MIM,Business Management,,,https://www.pickacourse.lk/course/diploma-in-industrial-management?id=1900,pickacourse.lk,Academic,
Diploma in Electronic Media,Maharaja Institute of Management - MIM,Journalism & Media,,,https://www.pickacourse.lk/course/diploma-in-electronic-media?id=1901,pickacourse.lk,Academic,
Doctor of Philosophy (Management/Business),Management and Science Institute - MSI,Business Management,,,https://www.pickacourse.lk/course/doctor-of-philosophy-managementbusiness?id=1903,pickacourse.lk,Academic,
Bachelor (Hons) Degree in Biomedical Science,Management and Science Institute - MSI,Science,,,https://www.pickacourse.lk/course/bachelor-hons-degree-in-biomedical-science?id=1904,pickacourse.lk,Academic,
Bachelor (Hons) Degree in International Business,Management and Science Institute - MSI,Business Management,,,https://www.pickacourse.lk/course/bachelor-hons-degree-in-international-business?id=1905,pickacourse.lk,Academic,
Bachelor (Hons) Degree in Hospitality & Tourism Management,Management and Science Institute - MSI,"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/bachelor-hons-degree-in-hospitality-tourism-management?id=1906,pickacourse.lk,Academic,
Advanced Certificate in Retail Management,Management and Science Institute - MSI,Business Management,,,https://www.pickacourse.lk/course/advanced-certificate-in-retail-management?id=1907,pickacourse.lk,Academic,
Advanced Certificate in Digital Marketing,Management and Science Institute - MSI,Business Management,,,https://www.pickacourse.lk/course/advanced-certificate-in-digital-marketing-free?id=1908,pickacourse.lk,Academic,
Advanced Certificate in Business Analytics,Management and Science Institute - MSI,Business Management,,,https://www.pickacourse.lk/course/advanced-certificate-in-business-analytics?id=1909,pickacourse.lk,Academic,
Diploma in Hospitality & Tourism Management,Management and Science Institute - MSI,"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/diploma-in-hospitality-tourism-management?id=1910,pickacourse.lk,Academic,
Diploma in Biomedical Science,Management and Science Institute - MSI,Science,,,https://www.pickacourse.lk/course/diploma-in-biomedical-science?id=1912,pickacourse.lk,Academic,
Diploma in Event Management,Management and Science Institute - MSI,"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/diploma-in-event-management-course?id=1913,pickacourse.lk,Academic,
Diploma in Retail Management,Management and Science Institute - MSI,Business Management,,,https://www.pickacourse.lk/course/diploma-in-retail-management?id=1914,pickacourse.lk,Academic,
Diploma in Human Capital Management,Management and Science Institute - MSI,Business Management,,,https://www.pickacourse.lk/course/diploma-in-human-capital-management?id=1915,pickacourse.lk,Academic,
BA - Business Administration,Matrix Institute Of Information Technology,Business Management,,,https://www.pickacourse.lk/course/ba-business-administration?id=1916,pickacourse.lk,Academic,
Bachelor of Information Technology (BIT),Matrix Institute Of Information Technology,IT,,,https://www.pickacourse.lk/course/bachelor-of-information-technology-bit-course?id=1917,pickacourse.lk,Academic,
Foundation in Information Technology (FIT),Matrix Institute Of Information Technology,IT,,,https://www.pickacourse.lk/course/foundation-in-information-technology-fit?id=1918,pickacourse.lk,Academic,
"Diploma Course in Professional Cake Making, Sugarcraft & Wedding Cake structures",Menaka Culinary Art Academy,"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/diploma-course-in-professional-cake-making-sugarcraft-wedding-cake-structures?id=1919,pickacourse.lk,Academic,
Professional Course in Cake Making & Decorating (Level 1),Menaka Culinary Art Academy,"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/professional-course-in-cake-making-decorating-level-1?id=1920,pickacourse.lk,Academic,
Navigation Officer Cadet,Mercmarine Training,Engineering,,,https://www.pickacourse.lk/course/navigation-officer-cadet?id=1921,pickacourse.lk,Academic,
Engineering Officer Cadet,Mercmarine Training,Engineering,,,https://www.pickacourse.lk/course/engineering-officer-cadet?id=1922,pickacourse.lk,Academic,
Deck Rating,Mercmarine Training,Engineering,,,https://www.pickacourse.lk/course/deck-rating?id=1923,pickacourse.lk,Academic,
Engine Rating,Mercmarine Training,Engineering,,,https://www.pickacourse.lk/course/engine-rating?id=1924,pickacourse.lk,Academic,
Catering Rating,Mercmarine Training,Engineering,,,https://www.pickacourse.lk/course/catering-rating?id=1925,pickacourse.lk,Academic,
Engine Room Simulator Operational Level,Mercmarine Training,Engineering,,,https://www.pickacourse.lk/course/engine-room-simulator-operational-level?id=1926,pickacourse.lk,Academic,
ACCA Programme,Mercury Institute,Business Management - Specialized,,,https://www.pickacourse.lk/course/acca-programme?id=1929,pickacourse.lk,Academic,
Financial Risk Manager,Mercury Institute,Business Management - Specialized,,,https://www.pickacourse.lk/course/financial-risk-manager?id=1930,pickacourse.lk,Academic,
Certificate in Forensic Psychology,Metropolitan University,Science,,,https://www.pickacourse.lk/course/certificate-in-forensic-psychology?id=1932,pickacourse.lk,Academic,
Diploma in Accountancy,Metropolitan University,Business Management - Specialized,,,https://www.pickacourse.lk/course/diploma-in-accountancy?id=1933,pickacourse.lk,Academic,
Diploma in Banking and Finance,Metropolitan University,Business Management - Specialized,,,https://www.pickacourse.lk/course/diploma-in-banking-and-finance?id=1934,pickacourse.lk,Academic,
Diploma in Business English,Metropolitan University,English,,,https://www.pickacourse.lk/course/diploma-in-business-english-course?id=1935,pickacourse.lk,Academic,
Diploma in Computing,Metropolitan University,IT,,,https://www.pickacourse.lk/course/diploma-in-computing?id=1938,pickacourse.lk,Academic,
Diploma in Counselling Psychology,Metropolitan University,Psychology & Counselling,,,https://www.pickacourse.lk/course/diploma-in-counselling-psychology-course?id=1939,pickacourse.lk,Academic,
Diploma in Creative Arts Education & Therapy,Metropolitan University,Arts & Design,,,https://www.pickacourse.lk/course/diploma-in-creative-arts-education-therapy?id=1940,pickacourse.lk,Academic,
Diploma in Cross Cultural Literature,Metropolitan University,Arts & Design,,,https://www.pickacourse.lk/course/diploma-in-cross-cultural-literature?id=1941,pickacourse.lk,Academic,
Diploma in Forensic & Criminal Psychology,Metropolitan University,IT,,,https://www.pickacourse.lk/course/diploma-in-forensic-criminal-psychology?id=1943,pickacourse.lk,Academic,
Diploma in Industrial and Work Psychology,Metropolitan University,Business Management,,,https://www.pickacourse.lk/course/diploma-in-industrial-and-work-psychology?id=1945,pickacourse.lk,Academic,
Diploma in International Business,Metropolitan University,Business Management,,,https://www.pickacourse.lk/course/diploma-in-international-business?id=1946,pickacourse.lk,Academic,
Diploma in Political Science and Public Administration,Metropolitan University,Social Science,,,https://www.pickacourse.lk/course/diploma-in-political-science-and-public-administration?id=1949,pickacourse.lk,Academic,
Diploma in Project Management,Metropolitan University,Business Management - Specialized,,,https://www.pickacourse.lk/course/diploma-in-project-management-%20free%20courses?id=1950,pickacourse.lk,Academic,
Diploma in Quantity Surveying,Metropolitan University,Construction,,,https://www.pickacourse.lk/course/diploma-in-quantity-surveying-online?id=1952,pickacourse.lk,Academic,
Diploma in Teacher Training,Metropolitan University,Education,,,https://www.pickacourse.lk/course/diploma-in-teacher-training?id=1953,pickacourse.lk,Academic,
BA. Early Childhood Education (Top Up),Metropolitan University,Education,,,https://www.pickacourse.lk/course/ba-early-childhood-education-top-up?id=1955,pickacourse.lk,Academic,
BA. English Language and Literature (Top Up),Metropolitan University,English,,,https://www.pickacourse.lk/course/ba-english-language-and-literature-top-up?id=1956,pickacourse.lk,Academic,
BA. English Language and Teaching (Top Up),Metropolitan University,English,,,https://www.pickacourse.lk/course/ba-english-language-and-teaching-top-up?id=1957,pickacourse.lk,Academic,
BA. Primary School Teaching (Top Up),Metropolitan University,Education,,,https://www.pickacourse.lk/course/ba-primary-school-teaching-top-up?id=1958,pickacourse.lk,Academic,
BSc. Accounting (Top Up),Metropolitan University,Business Management - Specialized,,,https://www.pickacourse.lk/course/bsc-accounting-top-up?id=1959,pickacourse.lk,Academic,
BSc. Banking and Finance (Top Up),Metropolitan University,Business Management - Specialized,,,https://www.pickacourse.lk/course/bsc-banking-and-finance-top-up?id=1960,pickacourse.lk,Academic,
BSc. Business Management (Top Up),Metropolitan University,Business Management,,,https://www.pickacourse.lk/course/bsc-business-management-top-up?id=1961,pickacourse.lk,Academic,
BSc. Civil Engineering (Top Up),Metropolitan University,Engineering,,,https://www.pickacourse.lk/course/bsc-civil-engineering-top-up?id=1962,pickacourse.lk,Academic,
BSc. Computer Engineering (Top Up),Metropolitan University,IT,,,https://www.pickacourse.lk/course/bsc-computer-engineering-top-up?id=1963,pickacourse.lk,Academic,
BSc. Counselling Psychology (Top Up),Metropolitan University,Psychology & Counselling,,,https://www.pickacourse.lk/course/bsc-counselling-psychology-top-up?id=1964,pickacourse.lk,Academic,
BSc. International Business Management (Top Up),Metropolitan University,Business Management,,,https://www.pickacourse.lk/course/bsc-international-business-management-top-up?id=1965,pickacourse.lk,Academic,
BSc. International Relations (Top Up),Metropolitan University,Business Management,,,https://www.pickacourse.lk/course/bsc-international-relations-top-up?id=1966,pickacourse.lk,Academic,
BSc. Marketing (Top Up),Metropolitan University,Business Management - Specialized,,,https://www.pickacourse.lk/course/bsc-marketing-top-up?id=1967,pickacourse.lk,Academic,
BSc. Political Science and Public Administration (Top Up),Metropolitan University,Social Science,,,https://www.pickacourse.lk/course/bsc-political-science-and-public-administration-top-up?id=1968,pickacourse.lk,Academic,
BSc. Psychology (Top Up),Metropolitan University,Psychology & Counselling,,,https://www.pickacourse.lk/course/bsc-psychology-top-up?id=1969,pickacourse.lk,Academic,
BSc. Public Relations (Top Up),Metropolitan University,Business Management,,,https://www.pickacourse.lk/course/bsc-public-relations-top-up?id=1970,pickacourse.lk,Academic,
BSc. Tourism & Hospitality Management (Top Up),Metropolitan University,"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/bsc-tourism-hospitality-management-top-up?id=1971,pickacourse.lk,Academic,
BA. Early Childhood Education,Metropolitan University,Education,,,https://www.pickacourse.lk/course/ba-early-childhood-education?id=1972,pickacourse.lk,Academic,
BA. English Language and Teaching,Metropolitan University,English,,,https://www.pickacourse.lk/course/ba-english-language-and-teaching?id=1973,pickacourse.lk,Academic,
BA. Primary School Teaching,Metropolitan University,Education,,,https://www.pickacourse.lk/course/ba-primary-school-teaching?id=1974,pickacourse.lk,Academic,
BSc. Accounting,Metropolitan University,Business Management - Specialized,,,https://www.pickacourse.lk/course/bsc-accounting?id=1975,pickacourse.lk,Academic,
BSc. Banking and Finance,Metropolitan University,Business Management - Specialized,,,https://www.pickacourse.lk/course/bsc-banking-and-finance?id=1976,pickacourse.lk,Academic,
BSc. Business Management,Metropolitan University,Business Management,,,https://www.pickacourse.lk/course/bsc-business-management-course?id=1977,pickacourse.lk,Academic,
BSc. Computer Engineering,Metropolitan University,IT,,,https://www.pickacourse.lk/course/bsc-computer-engineering?id=1979,pickacourse.lk,Academic,
BSc. Counselling Psychology,Metropolitan University,Psychology & Counselling,,,https://www.pickacourse.lk/course/bsc-counselling-psychology?id=1980,pickacourse.lk,Academic,
BSc. International Business Management,Metropolitan University,Business Management,,,https://www.pickacourse.lk/course/bsc-international-business-management?id=1981,pickacourse.lk,Academic,
BSc. International Relations,Metropolitan University,Business Management,,,https://www.pickacourse.lk/course/bsc-international-relations-realtions?id=1982,pickacourse.lk,Academic,
BSc. Marketing,Metropolitan University,Business Management - Specialized,,,https://www.pickacourse.lk/course/bsc-marketing?id=1983,pickacourse.lk,Academic,
BSc. Political Science and Public Administration,Metropolitan University,Social Science,,,https://www.pickacourse.lk/course/bsc-political-science-and-public-administration?id=1984,pickacourse.lk,Academic,
BSc. Psychology,Metropolitan University,Psychology & Counselling,,,https://www.pickacourse.lk/course/bsc-psychology?id=1985,pickacourse.lk,Academic,
BSc. Tourism & Hospitality Management,Metropolitan University,"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/bsc-tourism-hospitality-management?id=1986,pickacourse.lk,Academic,
Law – LLB,Metropolitan University,Law & Administration,,,https://www.pickacourse.lk/course/law-llb?id=1987,pickacourse.lk,Academic,
LLM (Law),Metropolitan University,Law & Administration,,,https://www.pickacourse.lk/course/llm-law?id=1988,pickacourse.lk,Academic,
MA. Construction Management,Metropolitan University,Construction,,,https://www.pickacourse.lk/course/ma-construction-management?id=1989,pickacourse.lk,Academic,
MA. Educational Administration and Supervision,Metropolitan University,Education,,,https://www.pickacourse.lk/course/ma-educational-administration-and-supervision?id=1990,pickacourse.lk,Academic,
MA. English Language Teaching,Metropolitan University,English,,,https://www.pickacourse.lk/course/ma-english-language-teaching?id=1991,pickacourse.lk,Academic,
MSc. Applied Social Psychology,Metropolitan University,Psychology & Counselling,,,https://www.pickacourse.lk/course/msc-applied-social-psychology?id=1993,pickacourse.lk,Academic,
MSc. Psychological Counselling,Metropolitan University,Psychology & Counselling,,,https://www.pickacourse.lk/course/msc-psychological-counselling?id=1994,pickacourse.lk,Academic,
PhD in Business Management,Metropolitan University,Business Management,,,https://www.pickacourse.lk/course/phd-in-business-management?id=1995,pickacourse.lk,Academic,
PhD in Construction Management,Metropolitan University,Construction,,,https://www.pickacourse.lk/course/phd-in-construction-management?id=1996,pickacourse.lk,Academic,
"PhD in Educational Administration, Supervision and Planning",Metropolitan University,Education,,,https://www.pickacourse.lk/course/phd-in-educational-administration-supervision-and-planning?id=1997,pickacourse.lk,Academic,
PhD in Marketing,Metropolitan University,Business Management - Specialized,,,https://www.pickacourse.lk/course/phd-in-marketing?id=1998,pickacourse.lk,Academic,
PhD in Politics and International Studies,Metropolitan University,Social Science,,,https://www.pickacourse.lk/course/phd-in-politics-and-international-studies?id=1999,pickacourse.lk,Academic,
PhD in Psychology,Metropolitan University,Psychology & Counselling,,,https://www.pickacourse.lk/course/phd-in-psychology?id=2000,pickacourse.lk,Academic,
PhD in Tourism and Hospitality,Metropolitan University,"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/phd-in-tourism-and-hospitality?id=2001,pickacourse.lk,Academic,
MA Human Resource Management,Metropolitan University,Business Management - Specialized,,,https://www.pickacourse.lk/course/ma-human-resource-management?id=2002,pickacourse.lk,Academic,
MA Public Administration,Metropolitan University,Business Management,,,https://www.pickacourse.lk/course/ma-public-administration?id=2003,pickacourse.lk,Academic,
MA Tourism & Hospitality Management,Metropolitan University,"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/ma-tourism-hospitality-management?id=2004,pickacourse.lk,Academic,
MA. Education Management & Leadership,Metropolitan University,Education,,,https://www.pickacourse.lk/course/ma-education-management-leadership?id=2005,pickacourse.lk,Academic,
MSc Accounting & Finance,Metropolitan University,Business Management - Specialized,,,https://www.pickacourse.lk/course/msc-accounting-finance?id=2007,pickacourse.lk,Academic,
Msc Health & Social Care Management,Metropolitan University,Medicine & Healthcare,,,https://www.pickacourse.lk/course/msc-health-social-care-management?id=2008,pickacourse.lk,Academic,
MSc Logistics & Supply Chain Management,Metropolitan University,Business Management - Specialized,,,https://www.pickacourse.lk/course/msc-logistics-supply-chain-management?id=2009,pickacourse.lk,Academic,
MSc Project Mangement,Metropolitan University,Business Management - Specialized,,,https://www.pickacourse.lk/course/msc-project-mangement?id=2010,pickacourse.lk,Academic,
OTHM Level 3 Certificate in Business Studies,Metropolitan University,Business Management,,,https://www.pickacourse.lk/course/othm-level-3-certificate-in-business-studies?id=2012,pickacourse.lk,Academic,
OTHM Level 3 Diploma in Business Studies,Metropolitan University,Business Management,,,https://www.pickacourse.lk/course/othm-level-3-diploma-in-business-studies-courses?id=2013,pickacourse.lk,Academic,
OTHM Level 3 Diploma in Education and Training,Metropolitan University,Education,,,https://www.pickacourse.lk/course/othm-level-3-diploma-in-education-and-training?id=2014,pickacourse.lk,Academic,
OTHM Level 3 Foundation Diploma for Higher Education Studies,Metropolitan University,Education,,,https://www.pickacourse.lk/course/othm-level-3-foundation-diploma?id=2015,pickacourse.lk,Academic,
OTHM Level 3 Foundation Diploma in Accountancy,Metropolitan University,Business Management - Specialized,,,https://www.pickacourse.lk/course/othm-level-3-foundation-diploma-in-accountancy?id=2016,pickacourse.lk,Academic,
OTHM Level 4 & 5 Diploma in Accounting and Business,Metropolitan University,Business Management - Specialized,,,https://www.pickacourse.lk/course/othm-level-4-5-diploma-in-accounting-and-business?id=2017,pickacourse.lk,Academic,
OTHM Level 4 & 5 Diploma in Business Management,Metropolitan University,Business Management - Specialized,,,https://www.pickacourse.lk/course/othm-level-4-5-diploma-in-business-management?id=2018,pickacourse.lk,Academic,
OTHM Level 4 & 5 Diploma in Education and Training,Metropolitan University,Education,,,https://www.pickacourse.lk/course/othm-level-4-5-diploma-in-education-and-training?id=2019,pickacourse.lk,Academic,
OTHM Level 4 & 5 Diploma in Health and Social Care Management,Metropolitan University,Science,,,https://www.pickacourse.lk/course/othm-level-4-5-diploma-in-health-and-social-care-management?id=2020,pickacourse.lk,Academic,
OTHM Level 4 & 5 Diploma in Information Technology,Metropolitan University,IT,,,https://www.pickacourse.lk/course/othm-level-4-5-diploma-in-information-technology?id=2021,pickacourse.lk,Academic,
OTHM Level 4 & 5 Diploma in Logistics and Supply Chain Management,Metropolitan University,Business Management - Specialized,,,https://www.pickacourse.lk/course/othm-level-4-5-diploma-in-logistics-and-supply-chain-management?id=2022,pickacourse.lk,Academic,
OTHM Level 6 Diploma in Tourism and Hospitality Management,Metropolitan University,Business Management - Specialized,,,https://www.pickacourse.lk/course/othm-level-6-diploma-management?id=2023,pickacourse.lk,Academic,
OTHM Level 8 Diploma in Strategic Management and Leadership Practice,Metropolitan University,Business Management - Specialized,,,https://www.pickacourse.lk/course/othm-level-8-diploma-in-strategic-management-and-leadership-practice?id=2024,pickacourse.lk,Academic,
OTHM Level 7 Certificate in Clinical Aesthetic Injectable Therapies,Metropolitan University,Science,,,https://www.pickacourse.lk/course/othm-level-7-certificate-in-clinical-aesthetic-injectable-therapies?id=2025,pickacourse.lk,Academic,
OTHM Level 7 Diploma in Strategic Management and Leadership,Metropolitan University,Business Management - Specialized,,,https://www.pickacourse.lk/course/othm-level-7-diploma-leadership?id=2026,pickacourse.lk,Academic,
OTHM Level 7 Diploma in Logistics and Supply Chain Management,Metropolitan University,Business Management - Specialized,,,https://www.pickacourse.lk/course/othm-level-7-diploma-management?id=2027,pickacourse.lk,Academic,
OTHM Level 7 Diploma in Human Resource Management,Metropolitan University,Business Management - Specialized,,,https://www.pickacourse.lk/course/othm-level-7-diplomaresource-management?id=2028,pickacourse.lk,Academic,
OTHM Level 7 Diploma in Accounting and Finance,Metropolitan University,Business Management - Specialized,,,https://www.pickacourse.lk/course/othm-level-7-diploma-in-accounting?id=2029,pickacourse.lk,Academic,
OTHM Level 7 Diploma in Health and Social Care Management,Metropolitan University,Business Management - Specialized,,,https://www.pickacourse.lk/course/othm-level-7-diploma-management-course?id=2030,pickacourse.lk,Academic,
Master of Business Administration (MBA) – Top up,Metropolitan University,Business Management,,,https://www.pickacourse.lk/course/master-of-business-administration-mba-top?id=2031,pickacourse.lk,Academic,
NOCN UK Cskills Level 3 Diploma in Civil Engineering,Metropolitan University,Engineering,,,https://www.pickacourse.lk/course/nocn-uk-cskills-level-3-diploma-in-civil-engineering?id=2032,pickacourse.lk,Academic,
NOCN UK Level 2 Certificate in Supporting Early Learning at Home,Metropolitan University,Education,,,https://www.pickacourse.lk/course/nocn-uk-level-2-certificate-in-supporting-early-learning-at-home?id=2033,pickacourse.lk,Academic,
NOCN UK Level 2 Diploma in Customer Service,Metropolitan University,Business Management,,,https://www.pickacourse.lk/course/nocn-uk-level-2-diploma-in-customer-service?id=2034,pickacourse.lk,Academic,
NOCN UK Level 3 Award in Education and Training,Metropolitan University,Education,,,https://www.pickacourse.lk/course/nocn-uk-level-3-award-in-education-and-training?id=2035,pickacourse.lk,Academic,
NOCN UK Level 3 Award in Emergency First Aid,Metropolitan University,Science,,,https://www.pickacourse.lk/course/nocn-uk-level-3-award-in-emergency-first-aid?id=2036,pickacourse.lk,Academic,
NOCN UK Level 5 Diploma in Education and Training,Metropolitan University,Education,,,https://www.pickacourse.lk/course/nocn-uk-level-5-diploma-in-education-and-training?id=2037,pickacourse.lk,Academic,
NOCN UK Level 6 Cskills Diploma in Construction Contracting Operations Management – Quantity Surveying,Metropolitan University,Construction,,,https://www.pickacourse.lk/course/nocn-uk-level-6-cskills-diploma-in-construction-contracting-operations-management-quantity-surveying?id=2038,pickacourse.lk,Academic,
OCN UK Level 2 Award in Digital Marketing,Metropolitan University,Business Management - Specialized,,,https://www.pickacourse.lk/course/ocn-uk-level-2-award-in-digital-marketing?id=2039,pickacourse.lk,Academic,
Robotic Fundamentals for Grade 05 to 09 Students,Micro Electronic Engineering Training Institute - MEETI,Engineering,,,https://www.pickacourse.lk/course/robotic-fundamentals-for-grade-05-to-09-students?id=2040,pickacourse.lk,Academic,
Certificate in Computer & Robotics Technology for Grade 06 to 09,Micro Electronic Engineering Training Institute - MEETI,Engineering,,,https://www.pickacourse.lk/course/certificate-in-computer-robotics-technology-for-grade-06-to-09?id=2041,pickacourse.lk,Academic,
Diploma in Computer & Robotic Technology,Micro Electronic Engineering Training Institute - MEETI,Engineering,,,https://www.pickacourse.lk/course/diploma-in-computer-robotic-technology?id=2042,pickacourse.lk,Academic,
Certificate in Computer Hardware & Network,Micro Electronic Engineering Training Institute - MEETI,IT,,,https://www.pickacourse.lk/course/certificate-in-computer-hardware-network?id=2043,pickacourse.lk,Academic,
Higher Diploma in Computer & Robotic Engineering,Micro Electronic Engineering Training Institute - MEETI,Engineering,,,https://www.pickacourse.lk/course/higher-diploma-in-computer-robotic-engineering?id=2044,pickacourse.lk,Academic,
