course_title,provider,category,duration,cost,course_url,source,type,description
History of reading tutorial 1: Finding evidence of reading in the past,Unknown,History,2 hours,Free,https://www.classcentral.com/course/openlearn-history-the-arts-history-reading-tutorial-1-finding-evidence-reading-the-past-95494,Class Central,Skill Gap,
History of reading tutorial 2: The reading and reception of literary texts – a case study of Robinson Crusoe,Unknown,History,1 hour,Free,https://www.classcentral.com/course/openlearn-history-the-arts-history-reading-tutorial-2-the-reading-and-reception-literary-texts-case--95495,Class Central,Skill Gap,
The history of female protest and suffrage in the UK,Unknown,History,10 hours,Free,https://www.classcentral.com/course/openlearn-history-the-arts-the-history-female-protest-and-suffrage-the-uk-95789,Class Central,Skill Gap,
"Big History: The Big Bang, Life on Earth, and the Rise of Humanity",Unknown,History,1 day,Free Trial Available,https://www.classcentral.com/course/the-great-courses-plus-big-history-the-big-bang-life-on-earth-and-the-rise-of-humanity-131388,Class Central,Skill Gap,
The History of Spain: Land on a Crossroad,Unknown,History,12 hours,rs 6,https://www.classcentral.com/course/the-great-courses-plus-the-history-of-spain-land-on-a-crossroad-33336,Class Central,Skill Gap,
The Real History of Secret Societies,Unknown,History,12 hours,rs 39,https://www.classcentral.com/course/the-great-courses-plus-the-real-history-of-secret-societies-131760,Class Central,Skill Gap,
"The Holocaust - An Introduction (I): Nazi Germany: Ideology, The Jews and the World",Yad Vashem - The World Holocaust Remembrance Center;  Tel Aviv University,History,7 hours,Paid,https://www.classcentral.com/course/holocaust-introduction-1-5280,Class Central,Skill Gap,
The History and Achievements of the Islamic Golden Age,Unknown,History,12 hours,rs 13,https://www.classcentral.com/course/the-great-courses-plus-the-history-and-achievements-of-the-islamic-golden-age-131367,Class Central,Skill Gap,
Crimes of the Century: A Selective History of Infamy,Unknown,History,5 hours,"rs,",https://www.classcentral.com/course/the-great-courses-plus-crimes-of-the-century-a-selective-history-of-infamy-131886,Class Central,Skill Gap,
Pilot Lecture: History of Race,Unknown,History,Self-paced,Free Trial Available,https://www.classcentral.com/course/the-great-courses-plus-pilot-lecture-history-of-race-131862,Class Central,Skill Gap,
A Scuola con Raffaello,Unknown,History,Self-paced,Free,https://www.classcentral.com/course/independent-a-scuola-con-raffaello-21210,Class Central,Skill Gap,
Indian Business History,Unknown,History,8 weeks,Free,https://www.classcentral.com/course/swayam-indian-business-history-17640,Class Central,Skill Gap,
Sr.Secondary : History (315),Unknown,History,24 weeks,Free,https://www.classcentral.com/course/swayam-sr-secondary-history-315-17806,Class Central,Skill Gap,
United States History I,Unknown,History,Self-paced,Paid,https://www.classcentral.com/course/straighterline-united-states-history-i-110522,Class Central,Skill Gap,
United States History II,Unknown,History,Self-paced,Paid,https://www.classcentral.com/course/straighterline-united-states-history-ii-110523,Class Central,Skill Gap,
Big History,Unknown,History,3 hours,Free Video,https://www.classcentral.com/classroom/independent-big-history-91874,Class Central,Skill Gap,
History of reading tutorial 3: Famous writers and their reading - Elizabeth Barrett Browning and Vernon Lee,Unknown,History,1 hour,Free,https://www.classcentral.com/course/openlearn-history-the-arts-history-reading-tutorial-3-famous-writers-and-their-reading---elizabeth-b-202741,Class Central,Skill Gap,
"History of China, Korea, Japan & Southeast Asia - Foundations of Eastern Civilization",Unknown,History,Self-paced,Free Video,https://www.classcentral.com/classroom/youtube-history-of-china-korea-japan-southeast-asia-foundations-of-eastern-civilization-145447,Class Central,Skill Gap,
The Dangerous History of Transatlantic Steamship Travel,Unknown,History,Self-paced,Free Video,https://www.classcentral.com/classroom/youtube-the-dangerous-history-of-transatlantic-steamship-travel-it-s-history-106902,Class Central,Skill Gap,
Fundamental Skills in Engineering Design,Coursera,Engineering,6 hours,Paid,https://www.classcentral.com/course/fundamental-skills-in-engineering-design-202053,Class Central,Skill Gap,
Numerical Methods for Engineers,Coursera,Engineering,1 day,Paid,https://www.classcentral.com/course/numerical-methods-engineers-32822,Class Central,Skill Gap,
Aircraft Systems Engineering,MIT OpenCourseWare,Engineering,40 hours,Free Video,https://www.classcentral.com/classroom/mit-ocw-16-885j-aircraft-systems-engineering-fall-2005-40900,Class Central,Skill Gap,
Applications in Engineering Mechanics,Coursera,Engineering,16 hours,Paid,https://www.classcentral.com/course/statics2-1148,Class Central,Skill Gap,
Introduction to Engineering Mechanics,Coursera,Engineering,14 hours,Paid,https://www.classcentral.com/course/statics1-564,Class Central,Skill Gap,
Introduction to Systems Engineering,Learn how to develop and implement complex systems successfully with the University of New South Wales' Introduction to Systems Engineering course. Gain a solid foundation in the system life cycle and understand how different components contribute to pro…,Engineering,18 hours,Paid,https://www.classcentral.com/course/introse-1381,Class Central,Skill Gap,
Engineering Systems in Motion: Dynamics of Particles and Bodies in 2D Motion,Coursera,Engineering,23 hours,Paid,https://www.classcentral.com/course/dynamics-7788,Class Central,Skill Gap,
Civil - Water and Wastewater Engineering,Unknown,Engineering,1 day,Free Video,https://www.classcentral.com/classroom/youtube-civil-water-wastewater-engineering-47686,Class Central,Skill Gap,
Advanced Engineering Systems in Motion: Dynamics of Three Dimensional (3D) Motion,Coursera,Engineering,18 hours,Paid,https://www.classcentral.com/course/3dmotion-2064,Class Central,Skill Gap,
Major Engineering Project Performance,"Explore key factors affecting large project performance, examine success measures, and learn strategies to mitigate risks and optimize delivery of major engineering initiatives.",Engineering,19 hours,Paid,https://www.classcentral.com/course/major-engineering-project-performance-10519,Class Central,Skill Gap,
"Stanford Seminar - Modular Engineering, Electric Cars and More","Stanford Seminar - Modular Engineering, Electric Cars and More",Engineering,1 hour,Free Video,https://www.classcentral.com/classroom/youtube-stanford-seminar-modular-engineering-electric-cars-and-more-192265,Class Central,Skill Gap,
Protecting the World: Introducing Corrosion Science and Engineering,Coursera,Engineering,11 hours,Paid,https://www.classcentral.com/course/corrosion-15237,Class Central,Skill Gap,
Ethics in Engineering,Coursera,Engineering,13 hours,Paid,https://www.classcentral.com/course/ethics-in-engineering-182427,Class Central,Skill Gap,
"Ethics, Technology and Engineering",Eindhoven University of Technology;  4TU.Ethics,Engineering,19 hours,Paid,https://www.classcentral.com/course/ethics-technology-engineering-10485,Class Central,Skill Gap,
Electrical Engineering Basics,Unknown,Engineering,7 hours,Free Video,https://www.classcentral.com/classroom/youtube-electrical-engineering-basics-54532,Class Central,Skill Gap,
Introduction to Electrical Engineering and Computer Science I,MIT OpenCourseWare,Engineering,17 hours,Free Video,https://www.classcentral.com/classroom/mit-ocw-6-01sc-introduction-to-electrical-engineering-and-computer-science-i-spring-2011-40932,Class Central,Skill Gap,
Civil Engineering,Unknown,Engineering,1 hour,Free Video,https://www.classcentral.com/classroom/youtube-civil-engineering-54529,Class Central,Skill Gap,
Engineering Management Graduate Certificate,Coursera,Engineering,36 weeks,Paid,https://www.classcentral.com/university/boulder,Class Central,Skill Gap,
Practical Engineering,LinkedIn Learning,Engineering,6 hours,rs 3,https://www.classcentral.com/course/linkedin-learning-practical-engineering-78523,Class Central,Skill Gap,
Introduction to Model-Based Systems Engineering,Coursera,Engineering,16 hours,Paid,https://www.classcentral.com/course/introduction-mbse-158500,Class Central,Skill Gap,
Data Processing and Feature Engineering with MATLAB,Coursera,Engineering,20 hours,Paid,https://www.classcentral.com/course/feature-engineering-matlab-17127,Class Central,Skill Gap,
ChatGPT Prompt Engineering Course,Unknown,Engineering,Self-paced,Free Video,https://www.classcentral.com/classroom/youtube-chatgpt-prompt-engineering-course-146290,Class Central,Skill Gap,
Software Engineering,Unknown,Engineering,1 day,Free Video,https://www.classcentral.com/classroom/youtube-software-engineering-by-prof-rajib-mall-47363,Class Central,Skill Gap,
Engineering: The challenge of temperature,Unknown,Engineering,40 hours,Free,https://www.classcentral.com/course/openlearn-science-maths-technology-engineering-technology-engineering-the-challenge-temperature-95447,Class Central,Skill Gap,
The Map of Engineering,Unknown,Engineering,Self-paced,Free Video,https://www.classcentral.com/classroom/youtube-the-map-of-engineering-126432,Class Central,Skill Gap,
Introducing engineering,Unknown,Engineering,15 hours,Free,https://www.classcentral.com/course/openlearn-science-maths-technology-introducing-engineering-96041,Class Central,Skill Gap,
Engineering: The nature of problems,Unknown,Engineering,40 hours,Free,https://www.classcentral.com/course/openlearn-science-maths-technology-engineering-technology-engineering-the-nature-problems-95448,Class Central,Skill Gap,
Everyday Engineering: Understanding the Marvels of Daily Life,Unknown,Engineering,18 hours,rs 51,https://www.classcentral.com/course/the-great-courses-plus-everyday-engineering-understanding-the-marvels-of-daily-life-131459,Class Central,Skill Gap,
Mechanics of Materials I: Fundamentals of Stress & Strain and Axial Loading,Coursera,Engineering,17 hours,Paid,https://www.classcentral.com/course/mechanics-1-5031,Class Central,Skill Gap,
Epic Engineering Failures and the Lessons They Teach,Unknown,Engineering,15 hours,rs 21,https://www.classcentral.com/course/the-great-courses-plus-epic-engineering-failures-and-the-lessons-they-teach-131954,Class Central,Skill Gap,
Control engineering,Unknown,Engineering,12 weeks,Free,https://www.classcentral.com/course/swayam-control-engineering-10070,Class Central,Skill Gap,
Do-It-Yourself Engineering,Unknown,Engineering,13 hours,rs 17,https://www.classcentral.com/course/the-great-courses-plus-do-it-yourself-engineering-131424,Class Central,Skill Gap,
Circuits and Electronics,MIT OpenCourseWare,Engineering,21 hours,Free Video,https://www.classcentral.com/classroom/mit-ocw-6-002-circuits-and-electronics-spring-2007-40933,Class Central,Skill Gap,
Ethics in Engineering Practice,Unknown,Engineering,8 weeks,Free,https://www.classcentral.com/course/swayam-ethics-in-engineering-practice-14046,Class Central,Skill Gap,
Advanced Engineering Mathematics,Unknown,Engineering,12 weeks,Free,https://www.classcentral.com/course/swayam-advanced-engineering-mathematics-13006,Class Central,Skill Gap,
Engineering Mathematics II,Unknown,Engineering,12 weeks,Free,https://www.classcentral.com/course/swayam-engineering-mathematics-ii-17592,Class Central,Skill Gap,
Introduction to materials science and engineering,Unknown,Engineering,12 weeks,Free,https://www.classcentral.com/course/swayam-introduction-to-materials-science-and-engineering-10064,Class Central,Skill Gap,
"Fundamentals of Surface Engineering: Mechanisms, Processes and Characterizations",Unknown,Engineering,12 weeks,Free,https://www.classcentral.com/course/swayam-fundamentals-of-surface-engineering-mechanisms-processes-and-characterizations-14079,Class Central,Skill Gap,
Principles Of Industrial Engineering,Unknown,Engineering,12 weeks,Free,https://www.classcentral.com/course/swayam-principles-of-industrial-engineering-17740,Class Central,Skill Gap,
Railway Engineering,Unknown,Engineering,12 weeks,Free,https://www.classcentral.com/course/swayam-railway-engineering-292747,Class Central,Skill Gap,
Phase Diagrams in Materials Science and Engineering,Unknown,Engineering,12 weeks,Free,https://www.classcentral.com/course/swayam-phase-diagrams-in-materials-science-and-engineering-5331,Class Central,Skill Gap,
Introduction to Robotics,Unknown,Engineering,18 hours,rs 48,https://www.classcentral.com/classroom/youtube-lecture-collection-introduction-to-robotics-54773,Class Central,Skill Gap,
Stanford Seminar - Engineering and Climate Change: Call to Action,Stanford Seminar - Engineering and Climate Change: Call to Action,Engineering,1 hour,Free Video,https://www.classcentral.com/classroom/youtube-stanford-seminar-engineering-and-climate-change-call-to-action-192048,Class Central,Skill Gap,
Differential Equations for Engineers,Coursera,Engineering,1 day,Paid,https://www.classcentral.com/course/differential-equations-engineers-13258,Class Central,Skill Gap,
Introduction to Indoor Air Quality,Coursera,Engineering,11 hours,Paid,https://www.classcentral.com/course/intro-indoor-air-quality-9706,Class Central,Skill Gap,
