course_name,institute,duration,fees,category,level,location,mode,description,course_url,source,cost_numeric,duration_numeric,is_estimated
BTEC HND in Graphic Design,AMDT - School of Creativity,,,Arts & Design,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/btec-hnd-in-graphic-design?id=207,pickacourse.lk,150000,365,True
BTEC HND in Game Development,AMDT - School of Creativity,,,IT,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/btec-hnd-in-game-development?id=208,pickacourse.lk,150000,365,True
BTEC HND in Film,AMDT - School of Creativity,,,Arts & Design,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/btec-hnd-in-film?id=209,pickacourse.lk,150000,365,True
BTEC HND Fashion Design,AMDT - School of Creativity,,,Fashion & Textile,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/btec-hnd-fashion-design?id=210,pickacourse.lk,150000,365,True
BTEC HND in Digital Design,AMDT - School of Creativity,,,Arts & Design,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/btec-hnd-in-digital-design?id=211,pickacourse.lk,150000,365,True
Doctor of Philosophy (Ph.D.) in Psychology,American College of Higher Education (ACHE),,,Psychology & Counselling,,,,,https://www.pickacourse.lk/course/doctor-of-philosophy-phd-in-psychology?id=212,pickacourse.lk,50000,120,True
Doctor of Philosophy (Ph.D.) in Informatics,American College of Higher Education (ACHE),,,IT,,,,,https://www.pickacourse.lk/course/doctor-of-philosophy-phd-in-informatics?id=213,pickacourse.lk,50000,120,True
Doctor of Philosophy (Ph.D.) in Management,American College of Higher Education (ACHE),,,Business Management - Specialized,,,,,https://www.pickacourse.lk/course/doctor-of-philosophy-phd-in-management?id=214,pickacourse.lk,50000,120,True
Master of Education,American College of Higher Education (ACHE),,,Education,Masters Degree,,,,https://www.pickacourse.lk/course/master-of.education?id=215,pickacourse.lk,2800000,1460,True
Masters of Science in Psychology by research,American College of Higher Education (ACHE),,,Psychology & Counselling,Masters Degree,,,,https://www.pickacourse.lk/course/masters-of-science-in-psychology-by-research?id=216,pickacourse.lk,2800000,1460,True
BA in Information Technology,American College of Higher Education (ACHE),,,IT,Bachelor's Degree,,,,https://www.pickacourse.lk/course/ba-in-information-technology?id=218,pickacourse.lk,2800000,1460,True
BA in Biological Science,American College of Higher Education (ACHE),,,Science,Bachelor's Degree,,,,https://www.pickacourse.lk/course/ba-in-biological-science?id=219,pickacourse.lk,2800000,1460,True
BA in Education,American College of Higher Education (ACHE),,,Education,Bachelor's Degree,,,,https://www.pickacourse.lk/course/ba-in-education?id=220,pickacourse.lk,2800000,1460,True
BA in Psychology,American College of Higher Education (ACHE),,,Psychology & Counselling,Bachelor's Degree,,,,https://www.pickacourse.lk/course/ba-in-psychology?id=221,pickacourse.lk,2800000,1460,True
BA in Engineering,American College of Higher Education (ACHE),,,Engineering,Bachelor's Degree,,,,https://www.pickacourse.lk/course/ba-in-engineering?id=222,pickacourse.lk,2800000,1460,True
Bachelor of Early Childhood Education,American College of Higher Education (ACHE),,,Education,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-early-childhood.education?id=223,pickacourse.lk,2800000,1460,True
BSc. In Information Technology,American College of Higher Education (ACHE),,,IT,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-in-information.technology?id=224,pickacourse.lk,2800000,1460,True
Bachelor of Biotechnology (Honors),American College of Higher Education (ACHE),,,Science,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-biotechnology-honors?id=225,pickacourse.lk,2800000,1460,True
Bachelor of Biomedical Sciences (Hons),American College of Higher Education (ACHE),,,Science,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-biomedical-sciences.hons?id=226,pickacourse.lk,2800000,1460,True
B.Sc in Natural Sciences in Biology,American College of Higher Education (ACHE),,,Science,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-in-natural-sciences-in-biology?id=227,pickacourse.lk,2800000,1460,True
Bachelor of Psychology (Top Up),American College of Higher Education (ACHE),,,Psychology & Counselling,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-psychology-top.up?id=228,pickacourse.lk,2800000,1460,True
B.Sc. In Psychology,American College of Higher Education (ACHE),,,Psychology & Counselling,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-in.%20psychology?id=229,pickacourse.lk,2800000,1460,True
Bachelor of Engineering Technology (Hons) in Electrical and Electronics,American College of Higher Education (ACHE),,,Engineering,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-engineering-technology-hons-in.electrical-and-electronics?id=230,pickacourse.lk,2800000,1460,True
Bachelor of Civil Engineering Technology,American College of Higher Education (ACHE),,,Engineering,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-civil-engineering.technology?id=231,pickacourse.lk,2800000,1460,True
HND in Hospitality Management,American College of Higher Education (ACHE),,,"Events, Hotel, Hospitality, Tourism",Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/hnd-in-hospitality.Management?id=232,pickacourse.lk,150000,365,True
Diploma in Tourism Travel and Flight Services,American College of Higher Education (ACHE),,,"Events, Hotel, Hospitality, Tourism",Diploma,,,,https://www.pickacourse.lk/course/diploma-in-tourism-travel-and-flight-services?id=233,pickacourse.lk,150000,365,True
